brand_name,model_new,variant_name,seller_type_new,fuel_type,transmission_type_new,owner_type,body_type_new,Drive Type,model_year,km_driven,pu,mileage_new,Displacement,Max Power,Max Torque,seating_capacity_new,Length,Width,Height,Color
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2024,5460,"2,544,428",21.59 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,automatic,first,suv,fwd,2024,5995,"1,535,047",18.97 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z2,individual,diesel,automatic,first,suv,fwd,2024,6331,"2,334,646",15.21 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2024,5843,"2,467,867",15.99 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,White
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,automatic,first,suv,fwd,2023,19194,"944,159",17.23 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,individual,petrol,manual,first,suv,fwd,2024,3765,"1,332,722",16.82 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,manual,first,suv,fwd,2024,3883,"2,469,039",21.09 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Blue
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,automatic,first,suv,fwd,2024,2799,"653,152",16.56 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Black
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,manual,first,hatchback,fwd,2024,5879,"819,984",16.36 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,White
Tata,Tata Nexon,Tata Nexon Creative,individual,petrol,automatic,first,suv,fwd,2023,18894,"853,083",20.71 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Red
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,manual,second,suv,fwd,2023,17288,"1,016,541",15.25 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Kia,Kia Seltos,Kia Seltos HTX+,dealer,petrol,manual,first,suv,fwd,2024,8348,"1,689,124",19.64 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Silver
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,manual,first,suv,fwd,2024,4988,"1,066,781",20.38 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Silver
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2023,18343,"1,623,673",21.36 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Silver
Maruti,Maruti Ertiga,Maruti Ertiga VXi,dealer,petrol,automatic,first,muv,fwd,2024,2816,"1,152,127",21.35 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,White
Hyundai,Hyundai Creta,Hyundai Creta EX,dealer,petrol,manual,first,suv,fwd,2024,4225,"1,542,986",17.41 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Blue
Maruti,Maruti Brezza,Maruti Brezza VXi,individual,petrol,automatic,first,suv,fwd,2024,6391,"1,106,312",21.37 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Silver
Tata,Tata Safari,Tata Safari Pure,individual,diesel,manual,first,suv,fwd,2023,19245,"1,942,266",21.26 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,automatic,first,suv,fwd,2023,13530,"636,990",20.47 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Maruti,Maruti Ertiga,Maruti Ertiga LXi,individual,petrol,manual,first,muv,fwd,2024,4856,"1,189,228",21.35 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Maruti,Maruti Swift,Maruti Swift LXi,dealer,petrol,automatic,first,hatchback,fwd,2023,7410,"677,334",20.35 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Silver
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,second,muv,fwd,2023,13214,"959,258",19.51 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,automatic,first,suv,fwd,2024,6780,"913,018",21.75 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,individual,diesel,automatic,first,suv,fwd,2024,6150,"2,534,351",21.02 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Black
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,manual,second,hatchback,fwd,2023,17503,"714,208",21.88 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Silver
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,automatic,first,suv,fwd,2024,5099,"2,093,493",16.78 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Maruti,Maruti Brezza,Maruti Brezza VXi,dealer,petrol,manual,first,suv,fwd,2024,5014,"1,178,840",16.25 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Grey
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,individual,petrol,automatic,first,muv,fwd,2023,11698,"995,146",16.48 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Black
Maruti,Maruti Fronx,Maruti Fronx Delta,dealer,petrol,automatic,first,suv,fwd,2024,6397,"926,945",15.47 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Blue
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,manual,first,suv,fwd,2024,5841,"997,255",20.79 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Swift,Maruti Swift LXi,dealer,petrol,manual,first,hatchback,fwd,2024,5984,"763,752",19.57 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Grey
Tata,Tata Safari,Tata Safari Accomplished,dealer,diesel,manual,first,suv,fwd,2023,12369,"1,929,836",19.63 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8,dealer,diesel,automatic,first,suv,fwd,2023,4233,"2,241,342",15.44 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Black
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2023,20485,"565,419",17.58 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,individual,petrol,manual,first,suv,fwd,2023,12605,"1,291,887",16.90 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Blue
Tata,Tata Nexon,Tata Nexon Fearless,individual,petrol,manual,first,suv,fwd,2024,3274,"1,019,078",18.83 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Grey
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,second,suv,fwd,2023,18467,"1,523,011",16.18 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Blue
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,manual,first,suv,fwd,2023,13039,"638,658",16.05 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Hyundai,Hyundai Creta,Hyundai Creta SX,individual,petrol,automatic,first,suv,fwd,2023,20299,"1,418,875",18.72 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Tata,Tata Punch,Tata Punch Creative,dealer,petrol,manual,first,suv,fwd,2024,6234,"668,088",21.25 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,manual,first,suv,fwd,2024,6367,"1,146,383",19.72 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Swift,Maruti Swift ZXi+,individual,petrol,manual,first,hatchback,fwd,2024,2268,"839,065",19.54 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Black
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,automatic,first,suv,fwd,2023,21059,"1,048,030",16.42 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2023,16306,"1,471,482",16.27 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,White
Tata,Tata Safari,Tata Safari Accomplished,individual,diesel,automatic,first,suv,fwd,2023,13153,"1,708,900",20.65 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Hyundai,Hyundai Creta,Hyundai Creta E,dealer,petrol,manual,first,suv,fwd,2024,5286,"1,611,060",15.01 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Hyundai,Hyundai Exter,Hyundai Exter SX (O),dealer,petrol,automatic,first,suv,fwd,2024,1447,"776,196",17.81 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Red
Maruti,Maruti Swift,Maruti Swift VXi,individual,petrol,manual,first,hatchback,fwd,2024,5817,"875,872",17.70 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Grey
Maruti,Maruti Ertiga,Maruti Ertiga ZXi+,individual,petrol,manual,first,muv,fwd,2024,2941,"1,076,771",16.71 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX5,dealer,petrol,manual,first,suv,fwd,2023,8236,"1,997,151",18.96 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Black
Maruti,Maruti Swift,Maruti Swift ZXi+,dealer,petrol,manual,first,hatchback,fwd,2023,7388,"777,804",16.56 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Blue
Maruti,Maruti Brezza,Maruti Brezza VXi,dealer,petrol,manual,first,suv,fwd,2024,7225,"1,189,935",18.70 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Maruti,Maruti Ertiga,Maruti Ertiga ZXi,dealer,petrol,manual,first,muv,fwd,2024,3741,"1,170,059",19.30 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Red
Hyundai,Hyundai Creta,Hyundai Creta S,individual,petrol,automatic,first,suv,fwd,2024,8067,"1,623,510",21.46 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z6,dealer,diesel,manual,first,suv,fwd,2024,3928,"2,370,477",20.22 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Grey
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7,individual,petrol,automatic,first,suv,fwd,2023,6463,"1,943,522",18.99 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Silver
Mahindra,Mahindra Thar,Mahindra Thar LX,individual,diesel,manual,first,suv,fwd,2024,2766,"1,824,153",17.00 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,dealer,petrol,automatic,first,muv,fwd,2023,21179,"2,504,058",16.02 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Grey
Hyundai,Hyundai Exter,Hyundai Exter SX,dealer,petrol,automatic,first,suv,fwd,2024,4688,"824,528",15.70 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Tata,Tata Nexon,Tata Nexon Smart,individual,petrol,manual,first,suv,fwd,2024,3903,"1,149,020",19.84 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Kia,Kia Seltos,Kia Seltos GTLine,dealer,petrol,automatic,first,suv,fwd,2024,5320,"1,467,502",17.43 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Grey
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,automatic,first,suv,fwd,2024,6003,"2,426,922",21.01 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Silver
Tata,Tata Punch,Tata Punch Accomplished,dealer,petrol,manual,first,suv,fwd,2023,20586,"540,606",17.67 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Blue
Hyundai,Hyundai Creta,Hyundai Creta S,dealer,petrol,automatic,first,suv,fwd,2023,22242,"1,238,853",15.75 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX7L,dealer,petrol,manual,first,suv,fwd,2024,4280,"2,295,826",17.74 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Grey
Hyundai,Hyundai Creta,Hyundai Creta SX,dealer,petrol,manual,first,suv,fwd,2023,8369,"1,408,291",21.80 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Red
Hyundai,Hyundai Creta,Hyundai Creta EX,dealer,petrol,manual,first,suv,fwd,2023,12932,"1,242,709",16.82 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Maruti,Maruti Fronx,Maruti Fronx Delta,dealer,petrol,manual,first,suv,fwd,2023,16301,"762,735",17.08 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,manual,first,suv,fwd,2024,3072,"2,190,680",18.20 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Alpha,dealer,petrol,manual,first,suv,fwd,2024,3085,"1,469,466",20.00 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Black
Hyundai,Hyundai Exter,Hyundai Exter EX,dealer,petrol,automatic,first,suv,fwd,2024,5687,"835,729",15.23 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Blue
Maruti,Maruti Brezza,Maruti Brezza LXi,dealer,petrol,manual,first,suv,fwd,2024,4902,"1,230,558",16.07 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Blue
Tata,Tata Nexon,Tata Nexon Fearless,dealer,petrol,manual,first,suv,fwd,2024,5065,"1,143,706",16.84 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,manual,first,suv,fwd,2023,11207,"1,228,726",21.63 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Red
Hyundai,Hyundai Creta,Hyundai Creta S,dealer,petrol,manual,first,suv,fwd,2024,4539,"1,496,325",20.11 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,automatic,first,suv,fwd,2023,10378,"810,780",15.95 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Hyundai,Hyundai Creta,Hyundai Creta EX,individual,petrol,manual,first,suv,fwd,2024,6780,"1,433,519",16.38 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Black
Maruti,Maruti Swift,Maruti Swift ZXi+,dealer,petrol,automatic,first,hatchback,fwd,2024,7070,"845,301",17.56 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,White
Maruti,Maruti Swift,Maruti Swift ZXi,dealer,petrol,automatic,first,hatchback,fwd,2024,1307,"749,682",16.74 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Blue
Tata,Tata Punch,Tata Punch Adventure,dealer,petrol,manual,first,suv,fwd,2023,10352,"611,868",21.37 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2023,7517,"1,526,216",15.33 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Black
Tata,Tata Nexon,Tata Nexon Smart,individual,petrol,automatic,first,suv,fwd,2024,3699,"1,107,606",15.64 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Blue
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,manual,first,suv,fwd,2024,4833,"2,157,681",15.41 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Blue
Maruti,Maruti Ertiga,Maruti Ertiga LXi,individual,petrol,manual,first,muv,fwd,2024,2100,"1,130,249",20.82 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Black
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z8L,individual,diesel,manual,first,suv,fwd,2024,3156,"2,467,624",20.51 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,dealer,petrol,manual,first,muv,fwd,2024,2992,"3,092,625",18.76 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2024,5414,"2,077,109",16.26 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Hyundai,Hyundai Creta,Hyundai Creta SX,individual,petrol,manual,first,suv,fwd,2023,15346,"1,483,973",20.31 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Grey
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,individual,petrol,manual,first,muv,fwd,2024,3556,"2,986,513",18.16 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,White
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,manual,first,suv,fwd,2023,15884,"1,416,777",21.76 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Blue
Maruti,Maruti Brezza,Maruti Brezza LXi,individual,petrol,automatic,first,suv,fwd,2024,3906,"1,152,038",19.69 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,White
Maruti,Maruti Swift,Maruti Swift VXi,dealer,petrol,automatic,first,hatchback,fwd,2024,4456,"866,117",19.19 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Grey
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,manual,first,suv,fwd,2024,8346,"1,069,960",20.15 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Swift,Maruti Swift ZXi,individual,petrol,automatic,first,hatchback,fwd,2023,21702,"675,610",16.75 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Silver
Tata,Tata Safari,Tata Safari Pure,dealer,diesel,manual,first,suv,fwd,2023,8502,"2,003,575",17.64 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Grey
Hyundai,Hyundai Creta,Hyundai Creta E,individual,petrol,automatic,first,suv,fwd,2024,6659,"1,484,280",19.85 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,automatic,first,suv,fwd,2024,6622,"865,394",17.13 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Red
Maruti,Maruti Swift,Maruti Swift LXi,dealer,petrol,manual,first,hatchback,fwd,2024,2703,"820,437",20.63 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,White
Kia,Kia Seltos,Kia Seltos HTE,individual,petrol,automatic,first,suv,fwd,2023,19093,"1,497,920",19.28 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Silver
Mahindra,Mahindra Thar,Mahindra Thar LX,dealer,diesel,automatic,first,suv,fwd,2024,8075,"1,708,917",17.99 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Blue
Maruti,Maruti Fronx,Maruti Fronx Delta+,dealer,petrol,manual,second,suv,fwd,2023,9387,"868,490",16.29 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Black
Maruti,Maruti Brezza,Maruti Brezza ZXi+,dealer,petrol,manual,first,suv,fwd,2024,3164,"1,062,484",15.56 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Black
Maruti,Maruti Brezza,Maruti Brezza ZXi,dealer,petrol,manual,first,suv,fwd,2024,7035,"1,058,321",19.01 kmpl,1462 cc,101.65 bhp,136.8 Nm,5,3995,1790,1685,Silver
Tata,Tata Safari,Tata Safari Accomplished,dealer,diesel,automatic,first,suv,fwd,2024,5542,"1,929,916",16.53 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Silver
Hyundai,Hyundai Creta,Hyundai Creta SX,dealer,petrol,manual,first,suv,fwd,2023,17757,"1,430,026",16.71 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,Silver
Mahindra,Mahindra Scorpio-N,Mahindra Scorpio-N Z4,dealer,diesel,automatic,first,suv,fwd,2024,5681,"2,631,374",15.30 kmpl,2198 cc,172.45 bhp,400 Nm,7,4662,1917,1857,Black
Tata,Tata Nexon,Tata Nexon Creative,dealer,petrol,automatic,first,suv,fwd,2023,16953,"889,972",15.68 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,White
Maruti,Maruti Fronx,Maruti Fronx Alpha,dealer,petrol,manual,first,suv,fwd,2024,2347,"949,481",20.96 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX3,dealer,petrol,manual,first,suv,fwd,2024,7094,"2,168,010",15.66 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Silver
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,automatic,first,suv,fwd,2023,20847,"1,606,250",19.98 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Black
Hyundai,Hyundai Exter,Hyundai Exter EX,dealer,petrol,automatic,first,suv,fwd,2024,4541,"807,419",20.35 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,White
Hyundai,Hyundai Exter,Hyundai Exter SX,dealer,petrol,manual,first,suv,fwd,2023,14782,"730,631",20.25 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Blue
Tata,Tata Punch,Tata Punch Creative,dealer,petrol,manual,first,suv,fwd,2023,7344,"581,703",18.10 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Silver
Kia,Kia Seltos,Kia Seltos HTX+,dealer,petrol,manual,first,suv,fwd,2023,17571,"1,395,087",16.97 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Blue
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Zeta,dealer,petrol,manual,first,suv,fwd,2024,6144,"1,316,344",19.61 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,White
Hyundai,Hyundai Creta,Hyundai Creta EX,individual,petrol,manual,first,suv,fwd,2023,14689,"1,477,004",16.28 kmpl,1497 cc,113.18 bhp,143.8 Nm,5,4330,1790,1635,White
Tata,Tata Punch,Tata Punch Pure,dealer,petrol,automatic,first,suv,fwd,2023,20621,"608,296",16.97 kmpl,1199 cc,86.63 bhp,115 Nm,5,3827,1742,1615,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross ZX (O),dealer,petrol,manual,first,muv,fwd,2024,4331,"3,005,316",21.04 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Tata,Tata Safari,Tata Safari Adventure,dealer,diesel,automatic,first,suv,fwd,2024,6129,"2,050,813",19.03 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Red
Tata,Tata Nexon,Tata Nexon Smart,dealer,petrol,automatic,first,suv,fwd,2024,2960,"1,047,860",15.40 kmpl,1198 cc,118.27 bhp,170 Nm,5,3993,1811,1606,Black
Maruti,Maruti Ertiga,Maruti Ertiga LXi,dealer,petrol,automatic,first,muv,fwd,2024,4952,"1,243,906",15.04 kmpl,1462 cc,101.65 bhp,136.8 Nm,7,4395,1735,1690,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 MX,dealer,petrol,manual,first,suv,fwd,2023,14128,"2,055,580",15.03 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Grey
Mahindra,Mahindra Thar,Mahindra Thar AX (O),dealer,diesel,manual,first,suv,fwd,2023,16126,"1,451,747",21.55 kmpl,2184 cc,130 bhp,300 Nm,4,3985,1820,1844,Silver
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,automatic,first,muv,fwd,2024,4260,"3,026,880",15.42 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Black
Hyundai,Hyundai Exter,Hyundai Exter S,dealer,petrol,manual,first,suv,fwd,2024,4737,"753,238",21.00 kmpl,1197 cc,81.80 bhp,113.8 Nm,5,3815,1710,1631,Silver
Kia,Kia Seltos,Kia Seltos HTX+,individual,petrol,manual,first,suv,fwd,2024,6652,"1,740,819",19.71 kmpl,1482 cc,157.81 bhp,253 Nm,5,4365,1800,1645,Silver
Maruti,Maruti Fronx,Maruti Fronx Sigma,dealer,petrol,manual,first,suv,fwd,2024,4126,"885,805",21.18 kmpl,1197 cc,88.50 bhp,113 Nm,5,3995,1765,1550,Red
Toyota,Toyota Innova Hycross,Toyota Innova Hycross GX,dealer,petrol,manual,first,muv,fwd,2024,1786,"3,036,476",16.73 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Maruti,Maruti Grand Vitara,Maruti Grand Vitara Delta,individual,petrol,manual,first,suv,fwd,2024,8499,"1,313,468",16.41 kmpl,1462 cc,101.64 bhp,136.8 Nm,5,4345,1795,1645,Silver
Mahindra,Mahindra XUV700,Mahindra XUV700 AX3,dealer,petrol,manual,first,suv,fwd,2024,7762,"2,184,595",17.45 kmpl,1997 cc,197.13 bhp,380 Nm,7,4695,1890,1755,Silver
Maruti,Maruti Swift,Maruti Swift LXi,dealer,petrol,manual,first,hatchback,fwd,2024,2415,"844,374",17.84 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Black
Maruti,Maruti Swift,Maruti Swift ZXi,dealer,petrol,automatic,first,hatchback,fwd,2023,18448,"744,267",20.78 kmpl,1197 cc,88.50 bhp,113 Nm,5,3845,1735,1530,Blue
Toyota,Toyota Innova Hycross,Toyota Innova Hycross VX,individual,petrol,automatic,first,muv,fwd,2024,3994,"2,862,908",20.39 kmpl,1987 cc,183.72 bhp,188 Nm,7,4755,1845,1795,Red
Tata,Tata Safari,Tata Safari Smart,dealer,diesel,manual,first,suv,fwd,2024,5526,"2,066,840",17.47 kmpl,1956 cc,167.62 bhp,350 Nm,7,4668,1922,1795,Red
